X,Y,Z,begin,end,route,lib_rte,dist_deb,dist_fin,portee,gestionnai,nom_plo_in,nom_plo_fi,AUTO,x,y,begin_2,end_2,route_2,lib_rte_2,dist_deb_2,dist_fin_2,portee_2,gestionn_1,nom_plo__1,nom_plo__2,AUTO_2,x_2,y_2,len_test_m,mx1,mx2,my1,my2
842361.43939783,6660308.16829602,0,0.000000000000000,347720.000000000000000,21 A0031  G,A31,"0","851",G,APRR,21PR0GC,21PR1GC,23,842361.4393978297,6660308.1682960195,0.000000000000000,347720.000000000000000,21 A0031,A31,"0","1302",D,APRR,21PR0DC,21PR1DC,23,842283.5588864124,6660080.4347084342,240.682282216889,842361.43939783,842283.558886412,6660308.16829602,6660080.43470843
842377.35370155,6660344.94493053,0,0.000000000000000,347720.000000000000000,21 A0031  G,A31,"0","851",G,APRR,21PR0GC,21PR1GC,24,842377.3537015498,6660344.9449305339,0.000000000000000,347720.000000000000000,21 A0031,A31,"0","1302",D,APRR,21PR0DC,21PR1DC,24,842298.3207985176,6660117.6102569653,240.68081263003,842377.35370155,842298.320798518,6660344.94493053,6660117.61025697
842393.401636041,6660381.77366323,0,0.000000000000000,347720.000000000000000,21 A0031  G,A31,"0","851",G,APRR,21PR0GC,21PR1GC,25,842393.4016360410,6660381.7736632293,0.000000000000000,347720.000000000000000,21 A0031,A31,"0","1302",D,APRR,21PR0DC,21PR1DC,25,842313.7734611201,6660154.5030067693,240.816522541497,842393.401636041,842313.77346112,6660381.77366323,6660154.50300677
842410.279858338,6660418.28135918,0,0.000000000000000,347720.000000000000000,21 A0031  G,A31,"0","851",G,APRR,21PR0GC,21PR1GC,26,842410.2798583376,6660418.2813591762,0.000000000000000,347720.000000000000000,21 A0031,A31,"0","1302",D,APRR,21PR0DC,21PR1DC,26,842329.4803492978,6660191.2901466927,240.943087067896,842410.279858338,842329.480349298,6660418.28135918,6660191.29014669
842427.123525291,6660454.60491479,0,0.000000000000000,347720.000000000000000,21 A0031  G,A31,"0","851",G,APRR,21PR0GC,21PR1GC,27,842427.1235252911,6660454.6049147928,0.000000000000000,347720.000000000000000,21 A0031,A31,"0","1302",D,APRR,21PR0DC,21PR1DC,27,842345.1872374753,6660228.0772866160,240.8906838972,842427.123525291,842345.187237475,6660454.60491479,6660228.07728662
842444.244900707,6660490.85354233,0,0.000000000000000,347720.000000000000000,21 A0031  G,A31,"0","851",G,APRR,21PR0GC,21PR1GC,28,842444.2449007068,6660490.8535423260,0.000000000000000,347720.000000000000000,21 A0031,A31,"0","1302",D,APRR,21PR0DC,21PR1DC,28,842360.8941256534,6660264.8644265402,240.870156216268,842444.244900707,842360.894125653,6660490.85354233,6660264.86442654
842461.37214564,6660527.0503343,0,0.000000000000000,347720.000000000000000,21 A0031  G,A31,"0","851",G,APRR,21PR0GC,21PR1GC,29,842461.3721456401,6660527.0503343008,0.000000000000000,347720.000000000000000,21 A0031,A31,"0","1302",D,APRR,21PR0DC,21PR1DC,29,842376.6009902087,6660301.6515111374,240.812745253761,842461.37214564,842376.600990209,6660527.0503343,6660301.65151114
842478.890072137,6660563.21017157,0,0.000000000000000,347720.000000000000000,21 A0031  G,A31,"0","851",G,APRR,21PR0GC,21PR1GC,30,842478.8900721372,6660563.2101715701,0.000000000000000,347720.000000000000000,21 A0031,A31,"0","1302",D,APRR,21PR0DC,21PR1DC,30,842392.5242457441,6660338.3454241417,240.880075150638,842478.890072137,842392.524245744,6660563.21017157,6660338.34542414
842496.497183839,6660599.12659785,0,0.000000000000000,347720.000000000000000,21 A0031  G,A31,"0","851",G,APRR,21PR0GC,21PR1GC,31,842496.4971838386,6660599.1265978543,0.000000000000000,347720.000000000000000,21 A0031,A31,"0","1302",D,APRR,21PR0DC,21PR1DC,31,842408.4687276265,6660375.0299255177,240.766126470101,842496.497183839,842408.468727626,6660599.12659785,6660375.02992552
842514.10429554,6660635.04302414,0,0.000000000000000,347720.000000000000000,21 A0031  G,A31,"0","851",G,APRR,21PR0GC,21PR1GC,32,842514.1042955396,6660635.0430241376,0.000000000000000,347720.000000000000000,21 A0031,A31,"0","1302",D,APRR,21PR0DC,21PR1DC,32,842425.2531677890,6660411.3377697831,240.704307664756,842514.10429554,842425.253167789,6660635.04302414,6660411.33776978
842531.6906633,6660670.98169229,0,0.000000000000000,347720.000000000000000,21 A0031  G,A31,"0","851",G,APRR,21PR0GC,21PR1GC,33,842531.6906633002,6660670.9816922853,0.000000000000000,347720.000000000000000,21 A0031,A31,"0","1302",D,APRR,21PR0DC,21PR1DC,33,842442.0813097918,6660447.6256180685,240.661114693945,842531.6906633,842442.081309792,6660670.98169229,6660447.62561807
842549.352791361,6660706.89470158,0,0.000000000000000,347720.000000000000000,21 A0031  G,A31,"0","851",G,APRR,21PR0GC,21PR1GC,34,842549.3527913612,6660706.8947015759,0.000000000000000,347720.000000000000000,21 A0031,A31,"0","1302",D,APRR,21PR0DC,21PR1DC,34,842459.1347324039,6660483.8080916395,240.638595605306,842549.352791361,842459.134732404,6660706.89470158,6660483.80809164
842567.589457915,6660742.90297151,0,0.000000000000000,347720.000000000000000,21 A0031  G,A31,"0","851",G,APRR,21PR0GC,21PR1GC,35,842567.5894579149,6660742.9029715145,0.000000000000000,347720.000000000000000,21 A0031,A31,"0","1302",D,APRR,21PR0DC,21PR1DC,35,842476.2429619425,6660519.9645661935,240.926783263115,842567.589457915,842476.242961942,6660742.90297151,6660519.96456619
842586.056078871,6660778.38736882,0,0.000000000000000,347720.000000000000000,21 A0031  G,A31,"0","851",G,APRR,21PR0GC,21PR1GC,36,842586.0560788715,6660778.3873688215,0.000000000000000,347720.000000000000000,21 A0031,A31,"0","1302",D,APRR,21PR0DC,21PR1DC,36,842493.6948395063,6660555.9560514046,240.844949095707,842586.056078871,842493.694839506,6660778.38736882,6660555.9560514
842604.52178498,6660813.87000821,0,0.000000000000000,347720.000000000000000,21 A0031  G,A31,"0","851",G,APRR,21PR0GC,21PR1GC,37,842604.5217849796,6660813.8700082079,0.000000000000000,347720.000000000000000,21 A0031,A31,"0","1302",D,APRR,21PR0DC,21PR1DC,37,842511.2950271190,6660591.8758703917,240.775051876085,842604.52178498,842511.295027119,6660813.87000821,6660591.87587039
842622.987491089,6660849.3526476,0,0.000000000000000,347720.000000000000000,21 A0031  G,A31,"0","851",G,APRR,21PR0GC,21PR1GC,38,842622.9874910887,6660849.3526475960,0.000000000000000,347720.000000000000000,21 A0031,A31,"0","1302",D,APRR,21PR0DC,21PR1DC,38,842528.8952147311,6660627.7956893770,240.709040556069,842622.987491089,842528.895214731,6660849.3526476,6660627.79568938
842641.841363448,6660884.98517826,0,0.000000000000000,347720.000000000000000,21 A0031  G,A31,"0","851",G,APRR,21PR0GC,21PR1GC,39,842641.8413634478,6660884.9851782601,0.000000000000000,347720.000000000000000,21 A0031,A31,"0","1302",D,APRR,21PR0DC,21PR1DC,39,842546.4935238917,6660663.7163371379,240.937980732853,842641.841363448,842546.493523892,6660884.98517826,6660663.71633714
842661.217895254,6660920.08395155,0,0.000000000000000,347720.000000000000000,21 A0031  G,A31,"0","851",G,APRR,21PR0GC,21PR1GC,40,842661.2178952538,6660920.0839515515,0.000000000000000,347720.000000000000000,21 A0031,A31,"0","1302",D,APRR,21PR0DC,21PR1DC,40,842564.1442607256,6660699.6111174487,240.897407827151,842661.217895254,842564.144260726,6660920.08395155,6660699.61111745
842680.547049278,6660955.09690443,0,0.000000000000000,347720.000000000000000,21 A0031  G,A31,"0","851",G,APRR,21PR0GC,21PR1GC,41,842680.5470492780,6660955.0969044259,0.000000000000000,347720.000000000000000,21 A0031,A31,"0","1302",D,APRR,21PR0DC,21PR1DC,41,842582.2182417287,6660735.2921638191,240.795926849473,842680.547049278,842582.218241729,6660955.09690443,6660735.29216382
842700.040140847,6660990.20105654,0,0.000000000000000,347720.000000000000000,21 A0031  G,A31,"0","851",G,APRR,21PR0GC,21PR1GC,42,842700.0401408471,6660990.2010565354,0.000000000000000,347720.000000000000000,21 A0031,A31,"0","1302",D,APRR,21PR0DC,21PR1DC,42,842600.6839477352,6660770.7748030117,240.872443100323,842700.040140847,842600.683947735,6660990.20105654,6660770.77480301
842719.835416685,6661025.0250913,0,0.000000000000000,347720.000000000000000,21 A0031  G,A31,"0","851",G,APRR,21PR0GC,21PR1GC,43,842719.8354166845,6661025.0250912951,0.000000000000000,347720.000000000000000,21 A0031,A31,"0","1302",D,APRR,21PR0DC,21PR1DC,43,842619.1496538433,6660806.2574423980,240.825470087582,842719.835416685,842619.149653843,6661025.0250913,6660806.2574424
842739.601506778,6661059.80083691,0,0.000000000000000,347720.000000000000000,21 A0031  G,A31,"0","851",G,APRR,21PR0GC,21PR1GC,44,842739.6015067784,6661059.8008369142,0.000000000000000,347720.000000000000000,21 A0031,A31,"0","1302",D,APRR,21PR0DC,21PR1DC,44,842637.6153599520,6660841.7400817871,240.731524880112,842739.601506778,842637.615359952,6661059.80083691,6660841.74008179
842759.368991938,6661094.57714045,0,0.000000000000000,347720.000000000000000,21 A0031  G,A31,"0","851",G,APRR,21PR0GC,21PR1GC,45,842759.3689919377,6661094.5771404523,0.000000000000000,347720.000000000000000,21 A0031,A31,"0","1302",D,APRR,21PR0DC,21PR1DC,45,842656.3186647414,6660877.0961745605,240.660217860227,842759.368991938,842656.318664741,6661094.57714045,6660877.09617456
842779.579892412,6661129.42079088,0,0.000000000000000,347720.000000000000000,21 A0031  G,A31,"0","851",G,APRR,21PR0GC,21PR1GC,46,842779.5798924121,6661129.4207908846,0.000000000000000,347720.000000000000000,21 A0031,A31,"0","1302",D,APRR,21PR0DC,21PR1DC,46,842675.6554197818,6660912.1108754370,240.881496515036,842779.579892412,842675.655419782,6661129.42079088,6660912.11087544
842799.947356607,6661163.84703672,0,0.000000000000000,347720.000000000000000,21 A0031  G,A31,"0","851",G,APRR,21PR0GC,21PR1GC,47,842799.9473566066,6661163.8470367203,0.000000000000000,347720.000000000000000,21 A0031,A31,"0","1302",D,APRR,21PR0DC,21PR1DC,47,842694.9925399525,6660947.1262374865,240.797463357519,842799.947356607,842694.992539953,6661163.84703672,6660947.12623749
842820.312901868,6661198.27129443,0,0.000000000000000,347720.000000000000000,21 A0031  G,A31,"0","851",G,APRR,21PR0GC,21PR1GC,48,842820.3129018683,6661198.2712944262,0.000000000000000,347720.000000000000000,21 A0031,A31,"0","1302",D,APRR,21PR0DC,21PR1DC,48,842714.4121460522,6660982.0954265846,240.721781148829,842820.312901868,842714.412146052,6661198.27129443,6660982.09542658
842840.768693083,6661232.67672765,0,0.000000000000000,347720.000000000000000,21 A0031  G,A31,"0","851",G,APRR,21PR0GC,21PR1GC,49,842840.7686930830,6661232.6767276507,0.000000000000000,347720.000000000000000,21 A0031,A31,"0","1302",D,APRR,21PR0DC,21PR1DC,49,842734.1837600204,6661016.8670204859,240.695196592058,842840.768693083,842734.18376002,6661232.67672765,6661016.86702049
842861.513678611,6661267.1992752,0,0.000000000000000,347720.000000000000000,21 A0031  G,A31,"0","851",G,APRR,21PR0GC,21PR1GC,50,842861.5136786110,6661267.1992752030,0.000000000000000,347720.000000000000000,21 A0031,A31,"0","1302",D,APRR,21PR0DC,21PR1DC,50,842753.9547335251,6661051.6392556522,240.904646482311,842861.513678611,842753.954733525,6661267.1992752,6661051.63925565
842882.686523785,6661301.21496048,0,0.000000000000000,347720.000000000000000,21 A0031  G,A31,"0","851",G,APRR,21PR0GC,21PR1GC,51,842882.6865237855,6661301.2149604755,0.000000000000000,347720.000000000000000,21 A0031,A31,"0","1302",D,APRR,21PR0DC,21PR1DC,51,842773.7262861917,6661086.4111413546,240.858909084534,842882.686523785,842773.726286192,6661301.21496048,6661086.41114135
842903.823869007,6661335.17423622,0,0.000000000000000,347720.000000000000000,21 A0031  G,A31,"0","851",G,APRR,21PR0GC,21PR1GC,52,842903.8238690073,6661335.1742362203,0.000000000000000,347720.000000000000000,21 A0031,A31,"0","1302",D,APRR,21PR0DC,21PR1DC,52,842793.8000620857,6661121.0077679241,240.774820593805,842903.823869007,842793.800062086,6661335.17423622,6661121.00776792
842924.961414055,6661369.13309656,0,0.000000000000000,347720.000000000000000,21 A0031  G,A31,"0","851",G,APRR,21PR0GC,21PR1GC,53,842924.9614140554,6661369.1330965636,0.000000000000000,347720.000000000000000,21 A0031,A31,"0","1302",D,APRR,21PR0DC,21PR1DC,53,842814.1675262797,6661155.4340137606,240.712657663237,842924.961414055,842814.16752628,6661369.13309656,6661155.43401376
842946.098982847,6661403.09194213,0,0.000000000000000,347720.000000000000000,21 A0031  G,A31,"0","851",G,APRR,21PR0GC,21PR1GC,54,842946.0989828466,6661403.0919421306,0.000000000000000,347720.000000000000000,21 A0031,A31,"0","1302",D,APRR,21PR0DC,21PR1DC,54,842834.5341132615,6661189.8607784798,240.653795476808,842946.098982847,842834.534113261,6661403.09194213,6661189.86077848
842967.849828578,6661437.16787074,0,0.000000000000000,347720.000000000000000,21 A0031  G,A31,"0","851",G,APRR,21PR0GC,21PR1GC,55,842967.8498285777,6661437.1678707385,0.000000000000000,347720.000000000000000,21 A0031,A31,"0","1302",D,APRR,21PR0DC,21PR1DC,55,842854.9700305510,6661224.2460544985,240.992839382271,842967.849828578,842854.970030551,6661437.16787074,6661224.2460545
842989.99904026,6661470.53843525,0,0.000000000000000,347720.000000000000000,21 A0031  G,A31,"0","851",G,APRR,21PR0GC,21PR1GC,56,842989.9990402602,6661470.5384352542,0.000000000000000,347720.000000000000000,21 A0031,A31,"0","1302",D,APRR,21PR0DC,21PR1DC,56,842875.5598637075,6661258.5373614393,240.916542455561,842989.99904026,842875.559863708,6661470.53843525,6661258.53736144
843012.119361253,6661503.86547232,0,0.000000000000000,347720.000000000000000,21 A0031  G,A31,"0","851",G,APRR,21PR0GC,21PR1GC,57,843012.1193612526,6661503.8654723242,0.000000000000000,347720.000000000000000,21 A0031,A31,"0","1302",D,APRR,21PR0DC,21PR1DC,57,842896.6939767331,6661292.4976107916,240.830629863277,843012.119361253,842896.693976733,6661503.86547232,6661292.49761079
843034.239682246,6661537.1925094,0,0.000000000000000,347720.000000000000000,21 A0031  G,A31,"0","851",G,APRR,21PR0GC,21PR1GC,58,843034.2396822462,6661537.1925093951,0.000000000000000,347720.000000000000000,21 A0031,A31,"0","1302",D,APRR,21PR0DC,21PR1DC,58,842917.8293582157,6661326.4578176457,240.74981588276,843034.239682246,842917.829358216,6661537.1925094,6661326.45781765
843056.381706576,6661570.55224526,0,0.000000000000000,347720.000000000000000,21 A0031  G,A31,"0","851",G,APRR,21PR0GC,21PR1GC,59,843056.3817065757,6661570.5522452630,0.000000000000000,347720.000000000000000,21 A0031,A31,"0","1302",D,APRR,21PR0DC,21PR1DC,59,842938.9647407562,6661360.4180238415,240.713802833804,843056.381706576,842938.964740756,6661570.55224526,6661360.41802384
843079.087636117,6661603.84333391,0,0.000000000000000,347720.000000000000000,21 A0031  G,A31,"0","851",G,APRR,21PR0GC,21PR1GC,60,843079.0876361168,6661603.8433339112,0.000000000000000,347720.000000000000000,21 A0031,A31,"0","1302",D,APRR,21PR0DC,21PR1DC,60,842960.1001232966,6661394.3782300372,240.901759952201,843079.087636117,842960.100123297,6661603.84333391,6661394.37823004
843101.885915186,6661636.71031539,0,0.000000000000000,347720.000000000000000,21 A0031  G,A31,"0","851",G,APRR,21PR0GC,21PR1GC,61,843101.8859151856,6661636.7103153942,0.000000000000000,347720.000000000000000,21 A0031,A31,"0","1302",D,APRR,21PR0DC,21PR1DC,61,842981.6199273878,6661428.0921878349,240.80164236841,843101.885915186,842981.619927388,6661636.71031539,6661428.09218783
843124.684194254,6661669.57729688,0,0.000000000000000,347720.000000000000000,21 A0031  G,A31,"0","851",G,APRR,21PR0GC,21PR1GC,62,843124.6841942536,6661669.5772968763,0.000000000000000,347720.000000000000000,21 A0031,A31,"0","1302",D,APRR,21PR0DC,21PR1DC,62,843003.7391183488,6661461.4190947935,240.743740271665,843124.684194254,843003.739118349,6661669.57729688,6661461.41909479
843147.482473323,6661702.44427836,0,0.000000000000000,347720.000000000000000,21 A0031  G,A31,"0","851",G,APRR,21PR0GC,21PR1GC,63,843147.4824733232,6661702.4442783613,0.000000000000000,347720.000000000000000,21 A0031,A31,"0","1302",D,APRR,21PR0DC,21PR1DC,63,843025.8587148188,6661494.7466127314,240.687886984056,843147.482473323,843025.858714819,6661702.44427836,6661494.74661273
843170.318087422,6661735.36508363,0,0.000000000000000,347720.000000000000000,21 A0031  G,A31,"0","851",G,APRR,21PR0GC,21PR1GC,64,843170.3180874224,6661735.3650836330,0.000000000000000,347720.000000000000000,21 A0031,A31,"0","1302",D,APRR,21PR0DC,21PR1DC,64,843047.9783112900,6661528.0741306711,240.700145417422,843170.318087422,843047.97831129,6661735.36508363,6661528.07413067
843193.660020424,6661768.1232145,0,0.000000000000000,347720.000000000000000,21 A0031  G,A31,"0","851",G,APRR,21PR0GC,21PR1GC,65,843193.6600204239,6661768.1232144954,0.000000000000000,347720.000000000000000,21 A0031,A31,"0","1302",D,APRR,21PR0DC,21PR1DC,65,843070.0976989499,6661561.4013339952,240.835178422099,843193.660020424,843070.09769895,6661768.1232145,6661561.401334
843217.036236509,6661800.56176673,0,0.000000000000000,347720.000000000000000,21 A0031  G,A31,"0","851",G,APRR,21PR0GC,21PR1GC,66,843217.0362365086,6661800.5617667325,0.000000000000000,347720.000000000000000,21 A0031,A31,"0","1302",D,APRR,21PR0DC,21PR1DC,66,843092.6366176166,6661594.4447627747,240.747761154678,843217.036236509,843092.636617617,6661800.56176673,6661594.44476277
843240.669595595,6661833.07629973,0,0.000000000000000,347720.000000000000000,21 A0031  G,A31,"0","851",G,APRR,21PR0GC,21PR1GC,67,843240.6695955952,6661833.0762997298,0.000000000000000,347720.000000000000000,21 A0031,A31,"0","1302",D,APRR,21PR0DC,21PR1DC,67,843115.4353552236,6661627.3114261823,240.87921900294,843240.669595595,843115.435355224,6661833.07629973,6661627.31142618
